	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS
P84090	9.72622	9.75255	9.58082	8.714468644	8.91588	10.1747	10.0474	10.8821	10.0697	8.98442	9.04111	9.28471	9.79993	9.09698	9.11764	9.31538	6.58496	8.553583624	6.16993	9.62388	9.11712	9.83526	9.62516	10.0686	9.1982	9.27146	7.44045	7.44128	8.76354	8.33584	5.58496	6.82782	8.571612544	8.736654429	9.43713	9.00253	8.728580039	7.23362	9.75355	9.17642	10.5595	8.25786	6.43463	8.80187	9.5795	10.6242	9.44294	8.3443	10.3606	10.197	6.07468	9.114718612	9.73013	8.52021848	9.06286	9.8889	6.50144	6.37678	9.88676	10.1449	9.19722	9.26186	7.83289	9.44626	9.05257	7.10748	4.08746	8.813715069	8.753724561	9.11686	8.721265306	10.1351	10.0129	9.52884	9.28864	7.06393	8.73131655	9.38349	8.29186	8.810469741	7.44128	9.69592	9.56662	9.53916	9.36479	9.36194	8.09117
Q3ZCQ8	6.41954	5.876619345	5.835670902	4.59096	6.76686	5.85798	4.93074	6.51254	5.57289	5.30012	5.33271	6.01123	5.38198	5.821394554	5.843135917	7.14873	5.847619783	5.750490094	6.57592	5.53294	5.50779	5.22882	5.91886	5.51096	6.44294	6.32012	5.56377	5.47573	5.91134674	5.81160368	5.98185	5.49185	5.989482963	5.950805637	8.69836	6.74147	6.76951	7.61176	5.53916	5.15785	5.24793	5.847587749	6.5744	5.03122	4.89239	6.3733	4.42626	5.04002	5.738094607	5.801153764	6.15178	5.829042218	7.03342	5.834523546	5.41278	4.78136	5.858454191	6.90689	5.3505	5.18587	4.67243	6.3733	5.04876	5.897918173	5.794460005	6.40769	5.93782	5.892254487	5.920339727	7.04002	4.30012	5.62059	5.24413	5.821076343	5.770864245	5.39575	5.936675087	7.32103	5.792521981	5.3505	7.17493	5.34341	5.88996	5.2211	5.04439	6.05094	5.32553
P13501	8.85112	9.92377	9.33047	8.61176	9.56682	9.60418	9.51392	9.44522	10.5481	8.59694	10.5467	9.385	9.78234	9.08215	8.69418	9.26209	9.47127	8.35005	10.3781	8.86326	10.0204	9.34873	9.42101	8.21578	7.79507	8.69592	8.22062	9.50402	9.34363	10.3227	8.23218	8.03452	9.43087	9.52787	8.13494	8.28956	9.57535	10.2633	8.56377	9.86031	8.87252	9.25621	9.85534	8.88935	9.45553	9.13417	9.34806	8.93428	9.40875	9.02042	8.5542	9.27705	8.85331	8.97499	10.2541	8.99577	9.63118	10.1515	9.59563	9.47573	9.62352	8.75087	8.04275	9.45718	9.72212	8.63699	6.83542	9.23002	10.1481	9.59787	8.58195	8.66534	9.15076	9.12438	9.78349	8.91677	9.3996	9.24294	9.87221	8.94281	9.77495	9.30834	9.48563	9.85565	9.52003	9.39532	8.90929
Q9H444	8.28817	6.66107	7.29002	7.513704939	7.1334	8.27426	7.73742	8.81153	8.04385	7.99718	7.62573322	7.69558	8.06447	7.77149	7.37243	6.84298	8.27519	7.619873913	5.8679	6.74953	6.59395	8.33271	8.86202	8.79636	7.97097	8.14568	7.680786563	7.654191436	6.65678	6.50621	8.30879	8.40429	7.588597981	6.29462	7.30469	8.00619	7.511810844	7.4733	8.94281	9.07307	8.66071	8.24222	7.542893881	9.42752	8.62132	8.49745	8.51215	7.826679339	7.21529	7.27798	8.07146	6.89239	7.10119	7.756673029	8.17243	8.31016	8.58684	5.06609	6.92837	8.44045	8.42794	8.60659	7.71063185	6.49665	6.91049	8.03452	8.35755	6.61176	5.81762	6.46107	7.494016743	8.32643	8.27519	6.70321	7.29737	8.38586	7.17493	7.24793	7.70943	7.590210453	7.43379	8.41701	7.10643	8.75622	8.57516	8.24317	7.719267348
Q15382	8.3222347	8.44915	8.320013685	8.81794	8.396961208	8.449844104	8.16742	7.50779	8.32057	8.072	9.04603	8.395779916	8.432431125	8.92867	8.397452858	7.40259	8.328752337	9.11712	8.581428609	8.03782	7.99322	7.93015	8.21237	8.49745	8.35975	8.54535	8.39917	8.83983	8.36982	8.575198314	8.53489	8.18438	8.81314	9.32057	7.79507	7.3733	9.19574	8.4550552	8.342009012	8.48050437	8.277730568	8.286022235	8.3844501	7.08852	7.74752	8.07093	8.26913	8.62425	8.3906	8.391244915	7.77413	9.16189	7.69209	9.75372	8.54994726	8.414929464	8.324694594	8.395384401	7.48462	7.90147	8.2914	8.14211	8.33226	8.54689	8.410656344	8.35005	7.86728	9.62077	9.87728	7.70529	8.67101	8.3495414	8.292934262	8.45203	8.373293413	8.18587	9.34563	7.82082	8.384551865	9.13648	8.383874147	8.400070473	7.99152	7.77281	8.32868	8.47614	8.61102
Q99873	9.37851	8.360888364	7.79831	7.46025	7.44626	9.08321	9.15735	9.04521	8.37504	8.309226938	6.86542	9.06178	8.88661	8.345260688	8.02791	8.254967939	8.370657788	8.01514	8.87406	9.34651	8.52943	9.58459	8.84172	9.23864	8.399989952	8.448036687	6.55766	7.38629	8.372178245	7.13443	9.072	8.46475	8.274834833	8.17377049	8.330154245	8.442113908	7.22207	7.21043	9.42227	8.22159	9.5074	8.470360059	7.99887	8.44997	9.21989	9.15431	8.45339567	7.74953	8.521893048	8.39746	8.26397	8.430783447	8.326921826	8.23793	8.14568	8.82496	8.39772238	8.13083	8.6844	9.37547	8.68405	8.483640609	7.69139	8.283241749	7.97269	8.62534	8.30788	8.334068217	8.20437758	8.336451162	7.57137	9.1375	8.95128	8.287556185	7.81121	8.30378	8.247188707	8.369572049	8.349005317	8.02181	6.6865	8.62169	8.64926	8.93015	8.58684	8.364691683	7.17792
Q9Y6G9	5.88996	5.62059	6.354206881	5.2211	6.22304	6.327982881	8.86728	6.58195	6.366431175	6.567545887	5.37851	6.72656	5.78398	5.8802	6.435365998	6.217356901	6.439172649	5.47573	5.07895	8.50819	8.41574	6.43129	6.405561862	6.610249103	6.661143761	6.630643409	6.75622	6.62498	7.01123	6.154659402	6.432266982	6.611581979	6.71012	5.65821	6.38299326	6.520787421	6.20555	5.69209	6.508401981	6.130890405	5.69209	6.606320748	6.24603	8.35447	6.77083	6.36207596	6.516373118	5.60881	6.35931	6.347536552	6.343236462	6.13545	6.297928974	6.20815479	6.084537217	6.02237	6.512270986	5.06609	8.64926	6.46271	6.435820118	6.602380467	6.2384	6.55152	6.472607962	6.423761728	6.440436781	5.77347	4.47897	6.280830346	5.74953	6.399191551	6.17592	6.34873	6.38077768	6.255130957	5.85798	6.419429371	6.45144923	6.08534	6.2211	6.375111286	8.49905	6.67666	6.50155478	6.640845284	6.36807
Q9Y3B4	7.497102309	7.33234131	7.51885	7.165899091	6.52669	7.71081	7.472813315	9.06501	7.324177366	6.67243	7.49745	7.300077706	7.357066629	7.267177722	7.56453	5.90207	7.63517	7.18835766	6.03782	7.474028916	7.394899683	8.62205	7.455487641	7.516789357	7.42962	8.04876	7.27984	7.20945	7.345310197	7.18488	7.61912	7.6703	7.211136907	7.133252117	5.52042	6.98413	7.244020038	7.07146	7.32553	7.40854	7.477765184	6.6837	7.14057	7.401971319	8.80316	7.480572797	7.76022	7.33985	7.436463965	7.58195	7.50223	7.383909138	6.02015	7.297536903	7.44128	7.364211121	7.79312	6.71425	7.470656449	8.90238	7.308474402	7.8857	7.18289	7.279606597	7.57743	7.55382	7.5157	7.31712691	7.175283651	6.4822	7.133406988	7.64458	7.39824821	7.300210036	7.33002	7.70113	7.231668741	6.07253	7.12928	7.246158276	6.48059	7.57213	7.404803136	8.63662	7.424277487	8.00225	7.35667
O43681	8.54767	8.91229	8.15735	8.31198	7.66747	8.43671	9.3122	9.02459	7.6703	7.29829	8.84549	8.42206	8.6453	8.59768	7.17792	8.58233	8.141310778	8.37156	7.86913	8.91618	8.78921	8.70287	7.84361	7.848	7.61765	7.61545	8.43254	8.63699	8.31016	7.2211	7.08428	7.39232	7.923793493	6.58496	7.32733	8.66142	8.16591	7.86171	8.07414	7.7761	8.88996	8.119370763	8.15026	8.93015	8.58308	8.22159	7.51333	8.68685	9.08162	7.30925	7.01681	6.75756	8.85705	8.91289	8.02126	9.01653	8.150017514	8.3147	8.88142	8.73877	7.58271	7.46597	8.54071	8.56605	7.03232	7.64962	7.45779	6.0268	6.73335	8.64926	8.51333	8.40131	8.6664	8.53993	7.79831	7.54303	6.07682	8.50938	8.103819141	8.22882	7.47654	8.22352	8.89421	8.80607	7.93369	7.57365	8.44915
Q96HE7	8.213166905	9.21237	8.56605	8.290112979	8.227914515	8.323136516	9.0182	8.00843	8.76818	6.4446	7.38543	8.229263669	8.152086263	9.32665	8.44584	8.291991237	8.198079153	8.305561842	8.156611943	9.16012	9.00394	7.6632	8.82623	8.85954	6.30378	6.30378	7.97785	8.12877	9.108	7.96232	8.52552	8.15735	8.229330277	8.347705951	8.231716171	8.236035772	8.196159286	8.304338009	8.279269338	8.279763279	8.382694658	8.233882523	8.185896928	8.6489	7.99718	8.94749	6.17193	7.91049	8.96029	8.6014	8.25125	8.352485682	8.256530013	8.25116209	8.32079723	8.27723868	8.21489495	8.271297667	9.38586	7.52121	9.04303	6.58045	7.98185	9.21553	8.60288	8.14517	8.38154	8.278296995	8.237059946	8.225873579	8.322871889	8.236679487	8.204802307	9.12438	8.39446	8.17243	8.273320058	8.332295419	8.239496179	8.199700294	8.326923784	8.273575284	8.95826	7.99492	8.99464	6.31651	7.979
Q99747	6.884903908	4.47897	6.81378	9.04849	6.07039	6.531155327	4.93074	6.82818112	6.56834	8.4582	4.853	7.01416333	7.050773375	7.15886	5.92125	5.86295	8.32733	9.39296	4.87774	7.75288	7.22786	7.103273924	6.01123	5.2817	7.78856	7.96405	7.42543	6.80607	7.79766	6.97039	7.86295	7.15785	9.26819	5.90689	8.47086	6.2724	9.23912	5.47573	7.109348192	6.86883237	6.49579718	7.16993	5.57289	5.44294	7.187397215	5.59694	7.53993	6.88996	5.95652	5.62644	7.25644	4.84298	6.24413	9.5343	6.725252164	6.978942158	8.6471	5.52669	6.8716	6.991627865	6.84172	8.20359	7.31651	8.02459	7.84612	7.46025	7.91528	8.08055	4.848	5.59694	9.03315	6.960898737	7.128573062	7.77413	7.44543	7.24508	7.15279	6.78005	7.44708	9.00619	7.10852	7.084619069	7.19967	7.097142733	6.32912	7.83226	7.53916
P19404	6.06824	5.39917	6.262903911	5.99548	5.54535	6.05528	5.95884	8.63916	5.97957	7.12309	6.279450279	5.80735	6.67243	5.7866	6.297654965	6.20359	7.17193	7.04221	5.80478	5.59694	5.50144	7.86975	6.24603	5.78398	6.86295	7.14975	6.331379877	6.252237565	4.73877	6.138414532	5.74953	5.92362	6.323271241	6.183961145	6.12309	6.24222	6.2555	6.0917	6.24222	5.92125	6.64818	7.82337	6.24603	5.59395	7.73742	6.03342	6.71425	6.334301078	5.32193	6.285028761	5.71149	6.296365714	6.38716	8.63372	5.95652	6.07682	6.9331	6.83542	5.87283	8.12309	5.65249	7.01346	6.346149098	5.50462	6.276968773	6.14568	5.42962	6.249524714	6.177873818	6.42122	6.06393	6.2817	6.17592	5.42962	6.232306641	6.02901	6.222103647	6.06609	7.13031	6.21335	5.56377	5.68089	5.64962	7.83857	5.82018	7.01569	6.299084645
Q9Y3Y2	8.449997426	8.13545	8.541847672	8.68335	8.486501484	8.420373381	8.19279	8.15785	8.57137	9.434	8.51215	8.462037239	8.424456548	8.17692	8.459992028	10.0767	8.71253	8.47533	8.43809699	8.46352	8.12774	8.1644	8.38716	8.43962	8.37243	8.71046	8.46516	8.27146	8.45738	8.439836591	7.62717	7.77939	8.36457	8.33136	10.4423	9.89361	7.2555	8.443508982	8.50586546	8.443142111	8.438148097	8.37025	8.578831599	8.76188	8.36326	8.33047	9.01402	8.8051	7.86171	8.498858855	7.72996	8.67983	10.29	8.44956	8.41040435	8.383966831	8.67066	8.503180569	8.40981	8.54264	8.507	8.51254	8.40259	7.83542	8.465222191	7.7807	7.71012	8.3345	8.24413	9.55631	8.31107	8.49469377	8.497197688	7.83794	8.498586057	7.72792	8.46434	9.78562	8.17542	7.90207	8.439525548	8.474785523	8.49105	8.21578	8.28031	8.48663	8.45779
Q9BRA2	6.14364	5.97269	8.41405	6.559901495	6.595851999	6.60733	6.52669	6.60733	6.99095	5.70874	6.471881146	5.99548	6.22882	5.64386	7.76288	5.78921	6.2817	6.550756125	6.521309479	5.82782	6.00225	6.2817	8.1205	7.83289	6.19967	6.14364	6.37392006	6.475457012	5.42626	7.27891	5.22497	6.0917	7.38111	7.96636	6.399126686	6.41785	6.535099501	6.552603533	5.95884	5.54226	6.31651	6.2555	6.413001399	5.61471	6.51885	8.16992	5.55152	6.56449157	6.65964	7.9384	5.75221	8.51096	5.78921	6.481887793	5.53605	6.59395	6.70598	6.436047295	5.39232	6.6851	7.86542	5.853	6.473181181	5.38888	7.33092	6.11894	6.1127	7.88509	7.80864	5.57592	6.52224027	6.15987	5.97499	5.61471	7.8505	6.0045	7.85487	5.49825	6.2555	6.463799189	6.41592001	5.95652	5.76553	6.14975	7.84862	5.65821	6.4173863
O43639	7.35843	6.87652	5.32553	7.87098	7.16332221	7.78267	8.0607	7.7286	5.87036	5.70874	8.07468	7.7286	7.57818	6.64818	5.38543	7.073771213	7.13455931	7.84987	7.324124407	7.55152	7.94369	7.85798	6.8716	5.30012	6.07895	6.7879	7.55459	7.96636	5.42626	5.56072	7.124771864	7.133204397	6.86171	7.93015	7.019619787	7.023925461	7.79636	7.218034688	7.29829	7.61618	7.38974	7.093469387	7.169889631	6.72928	7.80542	6.30925	6.92719	8.05365	6.94837	5.54844	7.089932542	7.14873	7.129352321	8.21237	8.35403	7.94017	7.134092626	7.19534358	7.46842	8.03287	6.26679	7.10434	7.91648	6.62936	5.81762	7.239674181	7.099520896	6.86913	8.23984	7.211435915	7.69558	7.55459	7.17891	6.82782	5.43962	7.21836432	7.01346	7.113328187	7.141468492	7.22497	7.142238939	7.43379	7.68229	8.11946	6.2075	7.12515	7.81442
P68400	5.77083	7.33718	6.380382169	6.355843162	5.9542	7.77413	5.80219	6.56682	6.363647408	5.76022	6.12515	6.11061	5.8505	7.12102	6.446400265	6.531878248	6.360588491	6.458658377	6.23649	5.60288	5	7.41363	6.372155259	6.512983945	5.74416	5.70874	6.61618	5.87283	8.42038	6.42083176	6.514974812	6.455829811	6.538297331	6.418794915	6.542586522	6.454049074	6.374922712	6.01123	7.80607	7.76421	5.31832	6.358196277	6.17592	5.65249	7.10957	6.429174542	6.20359	6.23266	7.01458	6.445512276	6.441856674	6.514155961	6.481297567	6.428602049	7.38888	5.53294	6.401462568	6.72928	5.61176	7.33985	6.38139702	5.64386	5.89239	6.732	6.344490336	6.337597609	6.542699771	6.479547473	6.582400213	6.429765328	6.321059306	8.00282	5.88509	7.08852	6.409749098	6.581753798	6.437887561	6.500298046	6.355568292	6.397271609	5.90207	7.76553	5.91409	7.60881	6.39187574	5.31107	5.91886
P55008	8.84612	10.0728	8.58871	8.04166	8.87252	9.59507	9.75472	8.53877	9.1809	8.458468635	8.314984823	7.58946	6.98527	8.87006	6.75355	8.494690061	8.39532	8.81314	7.05311	9.17268	8.01235	8.65285	9.03974	8.90448	8.466167792	8.524222842	8.410548604	8.393667867	9.17243	5.78398	8.12722	9.02984	8.345240823	8.21961889	8.430393978	8.51641917	7.64674	7.86171	8.13545	7.90388	8.26209	9.22086	7.83036	9.17068	9.09355	9.66605	8.624646884	8.590297109	10.9956	8.19081	8.34784	8.727964176	8.518051288	8.07735	7.88448	6.61471	8.34252	7.84987	9.08215	8.99803	8.86016	8.548173366	8.460773002	9.49845	6.36982	8.78398	7.81314	8.444896897	8.089823704	8.311842996	8.46923	8.43045	7.47005	9.53974	7.47249	8.73809	8.367874068	8.508505272	8.59246	8.43796	8.17293	9.01402	8.88966	8.93487	9.16792	8.474728445	8.575764411
P15374	7.72042	7.074908464	7.74147	7.08002	5.95187	7.45368	7.237504613	7.219521802	7.152258514	7.6014	6.56224	7.31922	7.69905	7.121161107	7.49985	6.15583	7.164615141	6.36457	7.61692	7.052949158	7.046334283	7.141940247	7.194957553	7.118776701	7.80607	7.73877	5.58496	5.89482	7.133312348	6.93899	7.46516	7.32463	8.2031	7.54071	7.0433	6.41278	5.49185	5.93074	7.21529	7.35315	7.82209	7.127557657	8.35843	7.23469151	7.121953158	7.24309615	7.74147	6.14975	7.252361587	7.51491	6.91648	8.16792	6.41616	7.10538	7.33985	8.09751	7.131573077	8.42543	7.093083982	7.169056366	7.076588729	7.75889	5.848	7.030093189	7.07253	7.46679	7.73742	7.49426	7.48784	6.50144	6.33807	7.6489	7.81442	7.0405255	7.58421	7.45533	7.55459	5.96578	7.111965895	5.8802	5.86542	7.59917	7.068995003	7.162521298	7.068171697	7.6858	6.14364
O75348	6.58195	6.83542	7.282413675	7.79961	7.31341408	7.06609	7.94251	7.31807791	6.10224	7.56301	7.2114	7.32553	6.97957	7.12928	7.430507049	7.64097	8.271	8.57856	7.352326438	8.35094	7.86666	7.445279935	6.30195	5.99095	6.79442	7.30012	8.49546	7.69488	7.49985	7.30157391	8.80025	9.18686	7.04221	7.26209	6.6893	6.78921	6.69349	7.282369633	7.39917	6.97384	6.99548	7.45943	7.45734742	8.03672	7.395843487	5.85549	7.22497	7.74483	7.16189	7.234182348	9.36785	6.65535	7.46434	8.01959	6.8716	7.42291	8.44253	7.394132964	7.65607	7.30160583	6.54381	6.60881	7.89542	7.02126	7.369793279	8.68825	9.11061	6.80349	6.44791	7.87283	7.99322	7.27891	6.93074	6.86171	7.314625128	8.77742	5.86542	7.09592	7.82273	6.63807	7.343151996	7.48059	7.87897	7.358980759	6.11061	7.19771	7.45204
P13693	8.89573	8.43838	7.962008893	9.11946	8.89148	7.84046	8.25927	8.6872	5.54844	7.77742	7.72383	9.12127	9.10669	8.47695	7.841816937	7.96636	7.21723	8.5216	7.56224	8.00282	7.72928	9.31492	6.46434	5.85549	7.60288	8.47492	9.10983	8.57932	7.76818	7.889087232	6.74953	7.5744	7.41447	7.03892	8.20457	7.45286	8.75955	8.8205	7.28633	6.97384	8.89785	7.23554	8.65213	6.43296	9.28378	5.93546	8.81186	8.75288	8.40684	7.961653387	7.71562	7.13955	8.25692	8.88081	7.63081	8.91109	7.39917	8.46801	7.53294	9.5157	6.05311	8.1205	9.2396	8.37764	7.895161837	7.60066	7.25644	6.50462	7.26866	7.41616	9.39446	7.84423	8.86047	8.20212	7.895773367	7.65464	6.16993	7.16692	7.33092	8.57818	8.16038	8.09329	8.05474	9.61508	6.2854	8.40131	8.87314
Q9BX67	10.5079	5.8505	8.63626	8.66071	7.38284	8.80381	8.79734	8.53877	9.33271	9.64404	8.80381	10.8935	10.0764	7.70598	8.70874	8.523572803	8.645145955	9.18413	7.65249	9.40918	9.58308	8.18488	8.58082	8.58759	7.21723	7.6703	8.91588	9.23002	9.31696	9.15051	8.681564076	8.693823539	9.26819	8.63263	8.633508399	8.532532555	9.88004	6.45779	8.2465	8.84518	9.95667	8.554473499	7.56072	9.27426	8.14415	8.38845	6.97269	8.90087	7.54998	8.35623	8.729669565	7.84423	8.593295335	10.365	9.83983	10.3285	8.679177036	6.58045	8.87467	8.07093	9.15127	8.19722	8.75322	7.83542	9.2703	8.70496724	8.609251882	7.99209	8.71768	8.633937167	8.92719	8.5216	10.0486	7.74752	8.59768	8.6254159	7.9847	8.643843081	8.638809319	9.05284	7.8679	8.79766	9.48704	8.74046	8.89905	8.16038	8.79019
Q9NP61	7.33092	5.66391	6.08534	6.67243	5.41954	6.2854	5.69209	6.305014268	5.60585	6.53761	5.41278	7.43713	7.04985	5.63807	5.43296	6.305973177	6.358550716	6.98755	5.03562	6.07468	5.51096	6.282944356	6.15785	5.8679	5.58496	6.1918	6.70321	6.31107	5.77873	5.84549	6.66959	7.2211	6.415860143	6.286456937	6.415060181	6.267350048	7.18982	5.41278	6.48704	6.52356	7.44956	6.247361579	6.40429	6.38716	6.29945548	6.29829	6.82782	6.43296	5.77873	6.20359	7.51964	6.313730691	6.342155378	8.89694	5.73606	7.17093	6.416516635	6.04002	5.45943	6.284850169	6.26679	6.32193	6.77873	5.82018	5.71699	6.86295	7.1639	6.272463354	6.260435839	6.265023144	6.99322	6.63662	7.20065	5.63807	5.71699	6.97728	6.292835114	6.293633449	6.267996975	7.07361	5.61176	6.26491	5.44956	6.329714842	6.14568	6.03782	6.00675
O75694	6.85118154	6.50938	6.798760538	5.85798	6.91169	7.1416	6.785382278	6.80219	7.07361	6.924492272	6.769198514	6.877157982	6.885498644	5.67525	6.963313438	6.809876587	6.952848699	7.30561	5.76818	6.817636785	6.817229994	5.72247	7.24127	7.30925	6.997065722	6.82322483	7.007804784	6.817902272	7.3505	6.68637718	8.55727	7.92005	7.08428	5.64674	7.021125133	6.895052588	6.18982	6.50144	7.60955	7.09698	6.778709029	6.870967223	7.46271	6.942171295	6.04658	7.44377	6.789032412	6.86126992	6.34518	6.777114449	8.19279	5.98413	6.816588191	7.98982	6.92362	6.777660162	6.990096884	6.3147	6.862398551	5.88753	6.84423	6.838487985	6.854615626	6.49185	6.818504475	7.72178	9.33918	6.49025	5.33271	6.74226903	6.50144	7.54226	6.845118853	6.42626	6.761755065	8.0268	6.2724	6.902040514	6.816346195	6.46434	6.72928	7.28817	6.804468409	6.30925	6.94134	6.788912434	6.820545282
P55957	6.62352	6.475683012	6.0268	5.58195	6.556718487	7.03562	6.88631	6.487463544	6.290983436	4.76022	6.24031	5.58797	6.46271	6.486573733	5.38543	5.72247	9.19599	5.52669	6.283135581	6.04439	5.56377	6.623036345	6.51675634	6.509025959	5.926	6.23458	6.27984	6.56072	6.538868026	4.89239	8.93399	8.80961	6.466434895	5.52982	5.66676	6.2854	6.63081	6.419484281	5.65821	5.92125	6.60437	9.15684	6.592789141	4.2555	6.659063018	6.469732986	6.94837	6.50462	6.552075244	6.15178	8.56605	6.10643	6.88142	6.478034998	6.87652	6.84046	9.58026	6.374778431	5.92362	6.555879978	6.39495887	5.75221	6.28725	6.484708034	5.17393	8.87498	8.75455	5.64386	5.31107	6.17393	5.10434	6.34696	6.47249	6.420967699	5.50462	8.64818	5.58496	6.06609	9.29692	6.08321	6.454212275	6.26866	6.35579	6.623691581	6.442097417	6.52669	6.17193
Q8NFU3	9.15735	7.82922779	7.820111297	7.430232935	5.80735	9.27473	8.94427	9.3199	7.67913701	7.26303	7.575271939	7.99435	8.21335	7.665243671	7.545682001	8.54303	7.739733623	7.379595322	6.25927	7.37504	7.84925	9.43567	7.95150433	7.937086119	7.85922	8.01848	7.694983235	7.671709816	7.853650453	7.27779864	7.754559222	7.778337642	6.59842	5.71699	9.29002	8.51609	7.360178559	6.10224	7.68159	7.45121	9.01095	7.845751951	6.17592	7.13134	9.51787	7.992152969	8.3156	7.817982335	7.907405218	7.741497452	7.694099511	5.54535	8.36282	7.571712246	7.78136	8.83479	7.875815031	6.69766	7.53605	9.93118	7.812917925	7.82845	7.846710313	7.675022939	7.570127244	7.644507072	7.825978659	5.64386	5.33271	7.76752	7.420470035	7.94075	8.50859	7.606393129	7.657927967	7.593606785	5.59991	8.09908	7.722754928	7.563236339	5.98413	8.29554	7.89421	9.27682	7.807619662	8.02956	7.729770924
Q9NP79	7.35843	7.03122	6.58346	8.86975	7.49825	7.46434	7.38888	7.38974	6.25739	8.22593	7.46597	7.1467	7.34341	7.40514	6.52199	7.38802	7.616985768	9.23625	8.49665	7.60881	7.6865	7.45943	6.89482	6.93664	8.69453	8.53333	7.7252	7.76288	7.95245	6.33271	7.31379	6.96809	7.16491	6.58496	8.17193	7.82528	8.05311	8.14415	7.40344	7.94369	7.45204	7.486174876	9.25361	7.53761	7.26585	6.83542	8.2384	7.42206	7.53761	7.15987	6.54844	7.15381	7.72315	9.78872	7.32463	7.44377	7.659234436	9.04849	7.72178	7.43879	6.55612	8.39189	7.47411	7.20359	6.31651	7.19869	7.22689	6.73471	6.91648	8.00282	8.72315	7.44543	7.20555	7.23458	6.65105	7.06178	6.42459	7.55766	7.544159132	8.05637	7.49506	7.38457	7.72656	7.28263	6.62644	8.51964	7.40939
P56385	9.80058	9.77594	10.2044	9.01764	9.17567	9.086683852	8.22207	8.94544	10.4517	9.51392	9.37526	9.9587	10.0689	9.83763	9.69888	8.62607	8.49865	9.42101	9.53138	7.853	7.72451	6.86542	10.2113	10.445	8.07735	8.5812	8.52395	8.02459	10.7794	9.99986	7.98812	8.45984	8.29508	8.20506	9.09434	8.56186	8.47289	9.08958	8.902156268	9.018977996	10.1081	8.07628	8.93281	8.32733	7.14364	10.3877	8.80671	8.507	10.0024	10.2958	8.09011	8.91079	8.36545	8.95971	9.046672431	10.1035	8.50263	9.28817	8.10329	7.16792	10.3806	8.51136	8.04603	9.98996	9.89966	8.35755	8.48864	8.16792	7.99266	8.8173	8.66747	8.905853001	10.0595	9.86109	10.3295	8.8125	8.55995	8.79669	8.22448	8.57818	9.60899	8.936607127	7.94134	7.23362	10.2351	8.71253	8.30012
P50452	7.540461135	8.56148	8.46923	7.663910318	7.22786	6.25172	7.504470611	7.466763428	7.11582	5.82782	7.435945855	7.511888999	7.445079477	8.2031	8.00113	7.633152689	9.3253	7.636664202	7.1918	7.525183127	7.476800001	7.595338368	7.21723	7.86851	6.26303	6.41954	7.663988772	7.563979188	9.16113	7.95012	8.40131	8.6837	7.31288	7.5744	7.766917475	7.641350922	7.40792978	7.22882	5.94017	5.67807	7.583698806	8.67313	7.62644	7.46953662	7.752020276	7.4271	6.70598	7.472510498	8.44128	8.23697	8.66178	8.2465	7.60291505	7.728386533	5.59694	7.53522159	9.3122	7.50064	7.54985509	7.630870841	6.90087	6.52513	7.698776673	8.1644	8.02348	8.7163	8.65785	7.84987	7.03012	7.482011671	7.561995836	5.94953	7.507394186	8.11374	8.37461	8.87498	7.82909	7.577271692	8.54689	7.539485694	6.96	6.31651	7.5374769	7.603210195	7.49265	6.49506	7.557393961
P50897	8.227558023	8.57781	8.33136	8.107939637	8.115937618	7.08746	8.26303	10.4727	8.44211	8.93399	7.82655	8.03518777	8.060868051	8.62863	8.64241	8.00955	8.253267741	8.079601879	7.907398969	7.65249	7.56605	9.21456	8.9884	8.80864	7.79636	8.18834	7.43379	7.56377	9.33695	8.44626	7.24888	7.26303	9.77545	6.94017	7.29002	8.23122	7.874431017	8.081049116	7.15076	7.05094	8.393627562	8.210623885	8.171713093	9.61066	9.24174	8.62095	8.45984	7.83983	8.71905	8.41954	7.10538	7.98755	8.0677	8.154738041	6.97269	8.098671	8.211679974	8.123014765	7.92837	9.36063	8.29875	8.78398	7.55152	8.32238	8.03617	7.50859	7.73471	7.71905	6.77215	7.89905	8.030235541	7.58421	8.192427028	8.61949	8.43588	7.57818	7.73539	7.93428	8.146662997	8.023607384	8.0436586	7.31379	8.14771	9.46046	8.47533	8.05907	7.91528
